Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
186,,Male,T-shirt,clothin,32.0,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34.0,Bank Transfer,Fortnightly
187,39.0,male,Backpack,Accessories,56.0,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31.0,Debit Card,Annually
188,19.0,Male,Shoes,Foot-wear,94.0,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1.0,Bank Transfer,Bi-Weekly
189,50.0,Male,Hoodie,clothin,53.0,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5.0,Bank Transfer,Bi-Weekly
190,36.0,male,Blouse,clothin,82.0,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4.0,CC,Weekly
191,65.0,Male,Coat,,70.0,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48.0,Venmo,Quarterly
192,64.0,Male,Hat,,76.0,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29.0,Cash,Every 3 Months
193,46.0,M,Shoes,Foot-wear,,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12.0,pay pal,Bi-Weekly
194,36.0,Male,Belt,,100.0,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29.0,Venmo,Annually
195,51.0,Male,Backpack,Accessories,94.0,,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15.0,Debit Card,Quarterly
196,51.0,Male,Jacket,Outerwear,,  New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34.0,CC,Monthly
197,38.0,Male,Boots,Foot-wear,88.0,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41.0,CC,Fortnightly
198,59.0,Male,Scarf,,78.0,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,,CC,Monthly
199,57.0,male,Jewelry,Accessories,45.0,  Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39.0,CC,Fortnightly
200,54.0,Male,Hat,,73.0,  Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32.0,Cash,Weekly
201,25.0,M,Dress,clothin,61.0,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29.0,Venmo,Monthly
202,69.0,male,Blouse,clothin,,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15.0,Bank Transfer,Annually
203,57.0,Male,Hat,Accessories,,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33.0,Venmo,Annually
204,70.0,Male,Scarf,Accessories,,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18.0,Bank Transfer,Weekly
205,24.0,Male,Sneakers,Foot-wear,100.0,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35.0,Cash,Bi-Weekly
206,67.0,Male,Shirt,clothin,64.0,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25.0,pay pal,Weekly
207,24.0,Male,T-shirt,clothin,55.0,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6.0,Venmo,Fortnightly
208,62.0,Male,Gloves,Accessories,91.0,  Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17.0,Bank Transfer,Bi-Weekly
209,57.0,,Skirt,clothin,,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17.0,CC,Monthly
210,55.0,Male,Sandals,Foot-wear,97.0,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44.0,Cash,Every 3 Months
211,45.0,Male,Jacket,Outerwear,22.0,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6.0,pay pal,Fortnightly
212,69.0,M,Skirt,,92.0,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45.0,Debit Card,Fortnightly
213,67.0,,Handbag,Accessories,84.0,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7.0,Debit Card,Annually
214,30.0,Male,Handbag,Accessories,93.0,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11.0,Debit Card,Every 3 Months
215,24.0,Male,Jacket,Outerwear,50.0,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41.0,Cash,Every 3 Months
216,62.0,Male,Scarf,Accessories,,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24.0,pay pal,Bi-Weekly
217,43.0,male,Shorts,clothin,61.0,  Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21.0,Venmo,Weekly
218,35.0,,Sunglasses,Accessories,48.0,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24.0,Bank Transfer,Annually
219,28.0,male,T-shirt,clothin,45.0,  California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8.0,CC,Quarterly
220,32.0,Male,Belt,Accessories,88.0,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12.0,Cash,Fortnightly
221,39.0,M,Sneakers,Foot-wear,57.0,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48.0,Debit Card,Fortnightly
222,28.0,Male,Hat,Accessories,68.0,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6.0,Bank Transfer,Quarterly
223,47.0,Male,Gloves,Accessories,94.0,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14.0,pay pal,Fortnightly
224,20.0,,Pants,clothin,41.0,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34.0,pay pal,Annually
225,63.0,Male,Socks,clothin,83.0,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12.0,Cash,Every 3 Months
226,25.0,Male,Jacket,Outerwear,22.0,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11.0,Bank Transfer,Annually
227,29.0,Male,Shoes,Foot-wear,74.0,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5.0,pay pal,Monthly
228,50.0,Male,Jeans,clothin,90.0,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25.0,Venmo,Fortnightly
229,18.0,male,Socks,clothin,79.0,  New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11.0,CC,Annually
230,70.0,male,Sandals,Foot-wear,28.0,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27.0,pay pal,Every 3 Months
231,66.0,Male,Scarf,Accessories,88.0,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43.0,CC,Annually
232,28.0,Male,Blouse,clothin,26.0,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18.0,Debit Card,Every 3 Months
233,54.0,Male,Jewelry,Accessories,27.0,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32.0,Bank Transfer,Bi-Weekly
234,19.0,Male,Sweater,clothin,,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27.0,Bank Transfer,Every 3 Months
235,20.0,Male,Gloves,Accessories,39.0,  South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24.0,CC,Weekly
236,43.0,Male,Sunglasses,Accessories,89.0,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31.0,Debit Card,Quarterly
237,38.0,M,Coat,Outerwear,68.0,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39.0,pay pal,Fortnightly
238,,Male,Dress,clothin,90.0,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,Yes,Yes,36.0,Debit Card,Fortnightly
239,64.0,Male,Skirt,clothin,34.0,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5.0,Cash,Annually
240,,Male,Pants,clothin,51.0,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47.0,CC,Bi-Weekly
241,47.0,Male,Sweater,clothin,45.0,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29.0,Bank Transfer,Fortnightly
242,36.0,Male,Hoodie,clothin,88.0,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43.0,Venmo,Bi-Weekly
243,55.0,male,Coat,Outerwear,85.0,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,,Debit Card,Every 3 Months
244,25.0,Male,Jewelry,Accessories,100.0,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4.0,Debit Card,Monthly
245,53.0,male,Belt,Accessories,42.0,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39.0,pay pal,Weekly
246,49.0,Male,Sandals,Foot-wear,53.0,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45.0,Venmo,Fortnightly
247,35.0,Male,Sunglasses,Accessories,86.0,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20.0,Venmo,Bi-Weekly
248,29.0,Male,Sweater,clothin,66.0,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14.0,Debit Card,Weekly
249,47.0,male,Belt,Accessories,100.0,  Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33.0,pay pal,Weekly
250,53.0,M,Handbag,Accessories,47.0,  Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18.0,CC,Annually
251,33.0,Male,Skirt,clothin,25.0,Mississippi,L,Black,Fall,4.0,Yes,Express,Yes,Yes,,Bank Transfer,Weekly
252,21.0,Male,Handbag,Accessories,51.0,  Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34.0,pay pal,Annually
253,32.0,Male,Shorts,clothin,41.0,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33.0,Venmo,Fortnightly
254,52.0,M,Boots,Foot-wear,73.0,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15.0,Bank Transfer,Bi-Weekly
255,67.0,Male,Sunglasses,Accessories,42.0,  Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4.0,pay pal,Bi-Weekly
256,43.0,male,Scarf,Accessories,20.0,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25.0,Debit Card,Annually
257,58.0,M,Jewelry,Accessories,30.0,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20.0,CC,Every 3 Months
258,20.0,M,Handbag,Accessories,53.0,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5.0,CC,Quarterly
259,61.0,male,Gloves,Accessories,74.0,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16.0,Cash,Quarterly
260,32.0,Male,Jeans,clothin,57.0,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13.0,Debit Card,Annually
261,38.0,Male,Hat,Accessories,57.0,  Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11.0,CC,Every 3 Months
262,21.0,Male,Jeans,clothin,77.0,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21.0,CC,Annually
263,37.0,,Pants,clothin,40.0,  Hawaii,M,Teal,Summer,,Yes,Next Day Air,Yes,Yes,6.0,Debit Card,Annually
264,,Male,Shorts,clothin,46.0,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29.0,Venmo,Monthly
265,36.0,Male,Pants,clothin,78.0,  Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15.0,Cash,Annually
266,,male,Backpack,Accessories,59.0,  Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17.0,Bank Transfer,Bi-Weekly
267,51.0,Male,Jewelry,,75.0,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32.0,CC,Weekly
268,64.0,Male,Sweater,clothin,,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42.0,Venmo,Annually
269,68.0,Male,Shoes,Foot-wear,42.0,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21.0,Cash,Monthly
270,68.0,Male,Blouse,clothin,44.0,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9.0,Cash,Bi-Weekly
271,,Male,Jeans,clothin,52.0,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16.0,Bank Transfer,Annually
272,65.0,,Sunglasses,Accessories,69.0,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42.0,CC,Fortnightly
273,48.0,Male,Jewelry,Accessories,26.0,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37.0,Debit Card,Bi-Weekly
274,69.0,Male,Coat,Outerwear,33.0,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32.0,Debit Card,Quarterly
275,59.0,male,Jewelry,Accessories,32.0,Maryland,M,Indigo,Spring,3.0,Yes,Express,Yes,Yes,28.0,Cash,Bi-Weekly
276,48.0,Male,Backpack,Accessories,85.0,Virginia,XL,Lavender,Winter,4.0,Yes,Express,Yes,Yes,13.0,CC,Weekly
277,25.0,Male,Skirt,clothin,30.0,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11.0,Bank Transfer,Fortnightly
278,29.0,M,Shirt,clothin,29.0,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36.0,Bank Transfer,Bi-Weekly
279,57.0,Male,Sweater,clothin,,  Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23.0,Debit Card,Annually
280,23.0,Male,Sneakers,Foot-wear,69.0,Arkansas,L,Turquoise,Summer,4.0,Yes,Standard,Yes,Yes,37.0,Bank Transfer,Monthly
281,45.0,male,Sandals,Foot-wear,69.0,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21.0,Cash,Bi-Weekly
282,38.0,Male,Belt,Accessories,61.0,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22.0,Debit Card,Bi-Weekly
283,21.0,Male,Skirt,clothin,,Minnesota,M,Teal,Summer,3.0,Yes,2-Day Shipping,Yes,Yes,9.0,Cash,Monthly
284,32.0,Male,Sweater,clothin,30.0,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16.0,Venmo,Annually
285,63.0,Male,Skirt,clothin,45.0,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4.0,pay pal,Quarterly
286,29.0,Male,Handbag,Accessories,39.0,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3.0,Debit Card,Bi-Weekly
287,27.0,Male,Jewelry,Accessories,51.0,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6.0,Debit Card,Annually
288,56.0,male,Scarf,Accessories,37.0,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18.0,Venmo,Fortnightly
289,30.0,Male,T-shirt,clothin,,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,,Venmo,Bi-Weekly
290,49.0,Male,Coat,Outerwear,85.0,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26.0,CC,Monthly
291,58.0,Male,T-shirt,clothin,33.0,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50.0,pay pal,Weekly
292,57.0,Male,Dress,clothin,26.0,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40.0,Bank Transfer,Monthly
293,60.0,Male,Shoes,Foot-wear,,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24.0,Cash,Quarterly
294,69.0,Male,Handbag,Accessories,39.0,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,Yes,33.0,pay pal,Annually
295,70.0,Male,Skirt,clothin,20.0,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19.0,CC,Every 3 Months
296,53.0,Male,Sunglasses,Accessories,42.0,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24.0,CC,Quarterly
297,25.0,Male,Sandals,Foot-wear,74.0,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,,CC,Weekly
298,48.0,Male,Shoes,Foot-wear,26.0,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4.0,CC,Bi-Weekly
299,195.0,male,T-shirt,clothin,53.0,  Maryland,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,11.0,Venmo,Every 3 Months
300,25.0,male,Sneakers,Foot-wear,80.0,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28.0,pay pal,Fortnightly
301,29.0,Male,Hat,,98.0,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24.0,pay pal,Weekly
302,46.0,Male,Skirt,clothin,95.0,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25.0,CC,Every 3 Months
303,37.0,Male,Sweater,clothin,44.0,  Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27.0,Bank Transfer,Every 3 Months
304,20.0,Male,Sandals,Foot-wear,60.0,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49.0,Venmo,Weekly
305,,Male,Dress,clothin,84.0,  Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,,CC,Bi-Weekly
306,60.0,Male,Sweater,clothin,59.0,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26.0,pay pal,Annually
307,26.0,male,Jacket,Outerwear,49.0,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4.0,Cash,Annually
308,29.0,Male,Gloves,Accessories,32.0,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3.0,CC,Every 3 Months
309,66.0,Male,Handbag,Accessories,29.0,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45.0,Venmo,Bi-Weekly
310,66.0,Male,Dress,clothin,22.0,,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21.0,Cash,Fortnightly
311,56.0,Male,Pants,clothin,85.0,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50.0,Cash,Fortnightly
312,69.0,Male,Jeans,clothin,52.0,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19.0,Bank Transfer,Monthly
313,38.0,Male,Pants,clothin,89.0,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6.0,pay pal,Annually
314,42.0,Male,Dress,clothin,77.0,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50.0,CC,Every 3 Months
315,30.0,Male,Pants,clothin,24.0,New Jersey,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17.0,Debit Card,Every 3 Months
316,66.0,Male,Jewelry,Accessories,24.0,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,24.0,Debit Card,Annually
317,36.0,male,Handbag,Accessories,22.0,  California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46.0,Venmo,Monthly
318,58.0,Male,Sweater,clothin,82.0,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42.0,Cash,Every 3 Months
319,45.0,Male,Backpack,Accessories,67.0,South Dakota,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10.0,Cash,Annually
320,47.0,male,Shorts,clothin,74.0,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1.0,Cash,Every 3 Months
321,66.0,Male,Jewelry,Accessories,72.0,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28.0,Debit Card,Quarterly
322,41.0,male,Sneakers,Foot-wear,36.0,Vermont,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48.0,Debit Card,Quarterly
323,41.0,Male,Belt,Accessories,95.0,Tennessee,S,Cyan,Winter,3.0,Yes,Standard,Yes,Yes,,CC,Monthly
324,66.0,Male,Hoodie,clothin,78.0,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29.0,pay pal,Bi-Weekly
325,37.0,male,Shirt,clothin,82.0,  Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37.0,Venmo,Quarterly
326,70.0,Male,Pants,clothin,70.0,Vermont,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38.0,Debit Card,Annually
327,62.0,Male,Scarf,Accessories,41.0,New Jersey,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48.0,Bank Transfer,Weekly
328,61.0,Male,Coat,Outerwear,42.0,Iowa,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36.0,pay pal,Weekly
329,48.0,M,Coat,,50.0,Florida,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9.0,CC,Weekly
330,70.0,male,Socks,clothin,31.0,Nevada,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34.0,Bank Transfer,Monthly
331,46.0,Male,Sweater,clothin,51.0,North Dakota,M,Beige,Winter,,Yes,Express,Yes,Yes,43.0,Venmo,Bi-Weekly
332,31.0,Male,Shirt,clothin,98.0,Florida,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46.0,pay pal,Quarterly
333,19.0,M,Shirt,,86.0,New York,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5.0,CC,Monthly
334,39.0,Male,Sweater,clothin,64.0,Alaska,M,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15.0,Bank Transfer,Bi-Weekly
335,41.0,Male,Blouse,clothin,46.0,,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,30.0,CC,Annually
336,20.0,male,Sweater,clothin,85.0,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44.0,Venmo,Every 3 Months
337,36.0,Male,Hat,Accessories,81.0,  Rhode Island,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,16.0,pay pal,Annually
338,32.0,Male,Sweater,clothin,59.0,New Mexico,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16.0,Bank Transfer,Annually
339,,male,Hoodie,clothin,79.0,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,16.0,Cash,Weekly
340,40.0,,Shorts,clothin,,Pennsylvania,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21.0,CC,Every 3 Months
341,40.0,Male,Shorts,,47.0,New Jersey,L,Blue,Summer,3.5,Yes,Express,Yes,Yes,39.0,Venmo,Every 3 Months
342,20.0,Male,Hat,Accessories,20.0,Utah,S,Blue,Summer,4.6,Yes,Store Pickup,Yes,Yes,40.0,Debit Card,Bi-Weekly
343,64.0,Male,Coat,Outerwear,36.0,Kentucky,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,,CC,Every 3 Months
344,27.0,male,Sandals,Foot-wear,39.0,Nebraska,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26.0,Venmo,Monthly
345,24.0,Male,Skirt,clothin,71.0,Virginia,M,Charcoal,Winter,4.0,Yes,Standard,Yes,Yes,46.0,Debit Card,Monthly
346,48.0,Male,Shoes,Foot-wear,59.0,Wyoming,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,Yes,27.0,Bank Transfer,Annually
347,49.0,Male,Jeans,clothin,50.0,,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,5.0,Cash,Weekly
348,36.0,male,Sandals,Foot-wear,41.0,Oregon,L,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43.0,pay pal,Fortnightly
349,56.0,Male,Blouse,clothin,59.0,South Carolina,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17.0,pay pal,Fortnightly
350,37.0,male,Hat,Accessories,87.0,Arizona,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3.0,Bank Transfer,Bi-Weekly
351,42.0,male,Sweater,clothin,68.0,Kentucky,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47.0,Bank Transfer,Fortnightly
352,28.0,Male,Skirt,clothin,90.0,New York,M,Teal,Winter,3.9,Yes,Standard,Yes,Yes,24.0,Debit Card,Bi-Weekly
353,27.0,Male,Jeans,clothin,71.0,Texas,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,12.0,Cash,Every 3 Months
354,63.0,Male,Sneakers,Foot-wear,64.0,Missouri,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,35.0,Debit Card,Monthly
355,58.0,,Jewelry,Accessories,76.0,Pennsylvania,S,Olive,Fall,3.0,Yes,Free Shipping,Yes,Yes,42.0,Venmo,Weekly
356,37.0,Male,Jewelry,Accessories,42.0,,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1.0,pay pal,Every 3 Months
357,56.0,Male,Pants,clothin,80.0,Nevada,L,Black,Spring,,Yes,Standard,Yes,Yes,,Cash,Weekly
358,18.0,Male,Belt,Accessories,56.0,Arkansas,M,Olive,Spring,4.0,Yes,Standard,Yes,Yes,16.0,CC,Bi-Weekly
359,48.0,Male,Hat,Accessories,25.0,Minnesota,XL,Magenta,Summer,3.6,Yes,Express,Yes,Yes,,CC,Every 3 Months
360,31.0,,Sneakers,Foot-wear,74.0,Georgia,M,Olive,Winter,3.0,Yes,Store Pickup,Yes,Yes,30.0,CC,Every 3 Months
361,51.0,male,Pants,clothin,30.0,Rhode Island,M,Teal,Summer,3.0,Yes,Standard,Yes,Yes,18.0,Debit Card,Fortnightly
362,,Male,T-shirt,clothin,-99.0,Nevada,M,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45.0,Cash,Annually
363,53.0,Male,Sneakers,,64.0,Texas,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,1.0,Venmo,Fortnightly
364,55.0,male,Shorts,clothin,88.0,Florida,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42.0,Bank Transfer,Fortnightly
365,62.0,Male,Shoes,Foot-wear,88.0,North Dakota,L,Charcoal,Summer,3.0,Yes,Free Shipping,Yes,Yes,7.0,Venmo,Every 3 Months
366,55.0,Male,Gloves,Accessories,88.0,  West Virginia,XL,Gray,Summer,3.7,Yes,Standard,Yes,Yes,50.0,pay pal,Quarterly
367,64.0,Male,Socks,clothin,36.0,Nebraska,M,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,Yes,37.0,Venmo,Fortnightly
368,52.0,,Dress,clothin,40.0,,XL,Cyan,Spring,2.8,Yes,Store Pickup,Yes,Yes,18.0,Bank Transfer,Monthly
369,24.0,Male,Handbag,Accessories,39.0,Oklahoma,M,Charcoal,Spring,4.5,Yes,Standard,Yes,Yes,29.0,Cash,Monthly
370,38.0,Male,Belt,Accessories,40.0,Wisconsin,M,Silver,Summer,3.3,Yes,Store Pickup,Yes,Yes,45.0,pay pal,Quarterly
